OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,BasisOfRecord,CatalogNumber,Source,Genus,SubGenus,Species,ScientificName,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,DecimalLatitude,EarliestDateCollected,LatestDateCollected,DecimalLongitude,CoordinateUncertaintyInMeters,Country,StateProvince,County,Locality,VerbatimCoordinates,VerbatimLatitude,VerbatimLongitude,IndividualCount,Sex,LifeStage,Remarks,CollectingMethod,LarvalHabitatType,AssociatedParasite,NumberParasitePositive,IdentificationMethodForParasite,NumberSpecimensParasiteTested,ParasiteTestedBy,EarliestYearCollected,EarliestMonthCollected,x,y
1572011,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR10-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T07:23:23.830Z,1123,41.752913,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007943,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.752913, 45.00794286",41.752913,45.00794286,2,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0079430000001,41.752913
1572012,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR10-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,maculipennis,Anopheles (Ano.) maculipennis,GK,DNA,2020-09-29T07:23:23.830Z,1123,41.752913,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007943,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.752913, 45.00794286",41.752913,45.00794286,2,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0079430000001,41.752913
1572013,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR10-0929.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T07:23:23.830Z,1123,41.752913,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007943,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.752913, 45.00794286",41.752913,45.00794286,4,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0079430000001,41.752913
1572014,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR07-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,claviger,Anopheles (Ano.) claviger,GK,DNA,2020-09-29T07:10:44.685Z,1110,41.751388,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008713,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75138815, 45.00871277",41.75138815,45.00871277,1,Female,Adult,7  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0087130000001,41.7513880000001
1572015,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR07-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,hyrcanus,Anopheles (Ano.) hyrcanus,GK,DNA,2020-09-29T07:10:44.685Z,1110,41.751388,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008713,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75138815, 45.00871277",41.75138815,45.00871277,1,Male,Adult,7  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0087130000001,41.7513880000001
1572016,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572017,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572018,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.05,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culiseta,Allotheobaldia,longiareolata,Culiseta (All.) longiareolata,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572019,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.07,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culiseta,Allotheobaldia,longiareolata,Culiseta (All.) longiareolata,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,1,Male,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572020,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,5,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572021,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.06,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culiseta,Culiseta,subochrea,Culiseta (Cus.) subochrea,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572022,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0929.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Aedimorphus,vexans,Aedes (Adm.) vexans,GK,DNA,2020-09-29T06:43:58.272Z,1043,41.750846,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.009226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75084647, 45.0092264",41.75084647,45.0092264,2,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0092260000001,41.7508460000001
1572023,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR16-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T07:29:48.196Z,1129,41.753827,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007355,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75382661, 45.00735526",41.75382661,45.00735526,4,Female,Adult,16  Other,,,,,,,,2020,9,45.0073550000001,41.7538270000001
1572024,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR16-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,plumbeus,Anopheles (Ano.) plumbeus,GK,DNA,2020-09-29T07:29:48.196Z,1129,41.753827,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007355,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75382661, 45.00735526",41.75382661,45.00735526,1,Female,Adult,16  Other,,,,,,,,2020,9,45.0073550000001,41.7538270000001
1572025,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR06-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-29T06:59:06.920Z,1059,41.751372,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008222,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75137184, 45.00822163",41.75137184,45.00822163,2,Female,Adult,6  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.008222,41.7513720000001
1572026,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR06-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T06:59:06.920Z,1059,41.751372,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008222,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75137184, 45.00822163",41.75137184,45.00822163,2,Female,Adult,6  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.008222,41.7513720000001
1572027,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T07:26:29.670Z,1126,41.753294,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007575,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75329421, 45.00757501",41.75329421,45.00757501,7,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007575,41.753294
1572028,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0929.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T07:26:29.670Z,1126,41.753294,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007575,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75329421, 45.00757501",41.75329421,45.00757501,1,Male,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007575,41.753294
1572029,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,claviger,Anopheles (Ano.) claviger,GK,DNA,2020-09-29T07:26:29.670Z,1126,41.753294,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007575,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75329421, 45.00757501",41.75329421,45.00757501,1,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007575,41.753294
1572030,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0929.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T07:26:29.670Z,1126,41.753294,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007575,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75329421, 45.00757501",41.75329421,45.00757501,3,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007575,41.753294
1572031,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0929.05,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T07:26:29.670Z,1126,41.753294,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007575,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75329421, 45.00757501",41.75329421,45.00757501,1,Male,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007575,41.753294
1572032,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-29T07:31:41.751Z,1131,41.753989,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007288,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75398883, 45.00728835",41.75398883,45.00728835,8,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0072880000001,41.753989
1572033,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,maculipennis,Anopheles (Ano.) maculipennis,GK,DNA,2020-09-29T07:31:41.751Z,1131,41.753989,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007288,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75398883, 45.00728835",41.75398883,45.00728835,1,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0072880000001,41.753989
1572034,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0929.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T07:31:41.751Z,1131,41.753989,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007288,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75398883, 45.00728835",41.75398883,45.00728835,1,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0072880000001,41.753989
1572035,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0929.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T07:31:41.751Z,1131,41.753989,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.007288,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75398883, 45.00728835",41.75398883,45.00728835,2,Male,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0072880000001,41.753989
1572036,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR10-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T08:40:48.465Z,1240,41.752908,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007889,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75290763, 45.00788934",41.75290763,45.00788934,6,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.007889,41.752908
1572037,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-30T09:01:22.695Z,1301,41.750877,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.008628,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75087706, 45.008628",41.75087706,45.008628,3,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.008628,41.7508770000001
1572038,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-30T09:01:22.695Z,1301,41.750877,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.008628,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75087706, 45.008628",41.75087706,45.008628,3,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.008628,41.7508770000001
1572039,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0930.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T09:01:22.695Z,1301,41.750877,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.008628,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75087706, 45.008628",41.75087706,45.008628,16,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.008628,41.7508770000001
1572040,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR07-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-30T08:52:36.725Z,1252,41.751319,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.00903,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.7513193, 45.00903006",41.7513193,45.00903006,1,Female,Adult,7  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0090300000001,41.7513190000001
1572041,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR07-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T08:52:36.725Z,1252,41.751319,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.00903,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.7513193, 45.00903006",41.7513193,45.00903006,1,Female,Adult,7  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0090300000001,41.7513190000001
1572042,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR09-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,claviger,Anopheles (Ano.) claviger,GK,DNA,2020-09-30T08:56:14.296Z,1256,41.750861,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.009283,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75086132, 45.00928318",41.75086132,45.00928318,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.009283,41.750861
1572043,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR16-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-30T08:12:58.678Z,1212,41.75377,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007362,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75376981, 45.00736201",41.75376981,45.00736201,5,Female,Adult,16  MMT,"Adult, with attraction traps",,,,,,,2020,9,45.0073620000001,41.75377
1572044,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR16-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T08:12:58.678Z,1212,41.75377,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007362,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75376981, 45.00736201",41.75376981,45.00736201,1,Female,Adult,16  MMT,"Adult, with attraction traps",,,,,,,2020,9,45.0073620000001,41.75377
1572045,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR15-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-30T09:08:10.350Z,1308,41.752036,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007996,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75203619, 45.00799612",41.75203619,45.00799612,1,Female,Adult,15  MMT,"Adult, with attraction traps",,,,,,,2020,9,45.007996,41.752036
1572046,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR15-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T09:08:10.350Z,1308,41.752036,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007996,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75203619, 45.00799612",41.75203619,45.00799612,4,Male,Adult,15  MMT,"Adult, with attraction traps",,,,,,,2020,9,45.007996,41.752036
1572047,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-30T08:26:17.375Z,1226,41.75416,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007217,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75416037, 45.00721693",41.75416037,45.00721693,3,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007217,41.7541600000001
1572048,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR11-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T08:26:17.375Z,1226,41.75416,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007217,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75416037, 45.00721693",41.75416037,45.00721693,4,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.007217,41.7541600000001
1572049,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,GK,DNA,2020-09-30T08:37:12.595Z,1237,41.753246,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007535,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.7532457, 45.007535",41.7532457,45.007535,1,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0075350000001,41.753246
1572050,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0930.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-30T08:37:12.595Z,1237,41.753246,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007535,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.7532457, 45.007535",41.7532457,45.007535,1,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0075350000001,41.753246
1572051,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR01-0930.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-30T08:37:12.595Z,1237,41.753246,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.007535,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.7532457, 45.007535",41.7532457,45.007535,1,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.0075350000001,41.753246
1572052,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR06-0930.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,GK,DNA,2020-09-30T09:06:02.891Z,1306,41.751348,9/30/2020 12:00:00 AM,9/30/2020 12:00:00 AM,45.008226,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75134779, 45.00822584",41.75134779,45.00822584,1,Female,Adult,6  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.008226,41.7513480000001
1572053,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-1001.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-10-01T07:34:08.654Z,1134,41.75073,10/1/2020 12:00:00 AM,10/1/2020 12:00:00 AM,45.00866,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75073006, 45.00866011",41.75073006,45.00866011,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,10,45.0086600000001,41.75073
1572054,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-1001.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,maculipennis,Anopheles (Ano.) maculipennis,TC,DNA,2020-10-01T07:34:08.654Z,1134,41.75073,10/1/2020 12:00:00 AM,10/1/2020 12:00:00 AM,45.00866,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75073006, 45.00866011",41.75073006,45.00866011,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,10,45.0086600000001,41.75073
1572055,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-1001.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-10-01T07:34:08.654Z,1134,41.75073,10/1/2020 12:00:00 AM,10/1/2020 12:00:00 AM,45.00866,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75073006, 45.00866011",41.75073006,45.00866011,7,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,10,45.0086600000001,41.75073
